Wall time,Step,Value
1756088000.827777,37490,0.11891961097717285
1756088009.6485424,37520,0.1478995978832245
1756088012.5944018,37530,0.10454490780830383
1756088015.6064434,37540,0.2709083557128906
1756088036.5045705,37610,0.13753634691238403
1756088042.3367274,37630,0.203079953789711
1756088154.9761124,37800,0.11943621933460236
1756088160.8062947,37820,0.20652420818805695
1756088163.885601,37830,0.15768647193908691
1756088175.6300945,37870,0.1394067406654358
1756088184.389965,37900,0.16746792197227478
1756088252.545441,38130,0.16659103333950043
1756088282.2471342,38230,0.17894133925437927
1756088329.7580743,38390,0.16685865819454193
1756088356.5654287,38480,0.1424257457256317
1756088362.501839,38500,0.13868841528892517
1756088392.330844,38600,0.14443540573120117
1756088419.0052397,38690,0.11922385543584824
1756088428.0386248,38720,0.15635313093662262
1756088579.3898687,39020,0.17475107312202454
1756088597.0207086,39080,0.27003949880599976
1756088605.7421746,39110,0.19816504418849945
1756088617.5675137,39150,0.1562713384628296
1756088635.1348155,39210,0.13234269618988037
1756088664.5524101,39310,0.2169061303138733
1756088670.6509337,39330,0.1588115245103836
1756088679.3205185,39360,0.11736494302749634
1756088729.5885525,39530,0.13788774609565735
1756088741.3949094,39570,0.19238770008087158
1756088768.1195881,39660,0.12338198721408844
1756088795.0037835,39750,0.20614980161190033
1756088812.7906427,39810,0.1437063217163086
1756088827.7206268,39860,0.14999420940876007
1756088956.1266189,40080,0.13174179196357727
1756088968.0973332,40120,0.15907810628414154
1756088973.9436069,40140,0.2017926275730133
1756089000.55003,40230,0.15879325568675995
1756089015.1388192,40280,0.1860513985157013
1756089032.9733994,40340,0.14307790994644165
1756089050.9682248,40400,0.18492600321769714
1756089071.4515367,40470,0.20308133959770203
1756089180.4548805,40840,0.22050264477729797
1756089204.0235927,40920,0.14428001642227173
1756089254.1255193,41090,0.14781221747398376
1756089334.870898,41150,0.21459966897964478
1756089352.5431712,41210,0.11424529552459717
1756089361.4562025,41240,0.11726944148540497
1756089426.4823763,41460,0.11741706728935242
1756089456.0550625,41560,0.14595191180706024
1756089488.5458279,41670,0.17521603405475616
1756089517.972053,41770,0.16985639929771423
1756089520.925593,41780,0.14414405822753906
1756089529.7916846,41810,0.20641973614692688
1756089562.4193218,41920,0.13865968585014343
1756089606.7713954,42070,0.11142155528068542
1756089648.061528,42210,0.13009972870349884
1756089665.7162323,42270,0.10981444269418716
1756089671.409946,42290,0.18161176145076752
1756089755.3394542,42360,0.14389920234680176
1756089784.8898351,42460,0.1350533813238144
1756089793.7382493,42490,0.15451617538928986
1756089802.7170942,42520,0.10198552906513214
1756089805.7181375,42530,0.15713754296302795
1756089817.3742745,42570,0.1278429478406906
1756089885.3377557,42800,0.1090594083070755
1756089888.2556,42810,0.15573528409004211
1756089938.4547415,42980,0.21787135303020477
1756089997.310927,43180,0.13849036395549774
1756090012.0647423,43230,0.09188436716794968
1756090026.770444,43280,0.16821029782295227
1756090044.5164506,43340,0.1214541420340538
1756090231.383749,43760,0.13245390355587006
1756090240.2787917,43790,0.1356230527162552
1756090287.7741659,43950,0.11680759489536285
1756090311.386346,44030,0.18347367644309998
1756090323.3785965,44070,0.21667766571044922
1756090332.1895664,44100,0.12903782725334167
1756090344.01249,44140,0.1625179648399353
1756090367.4989088,44220,0.17632938921451569
1756090373.3496943,44240,0.15067321062088013
1756090406.1412768,44350,0.10912605375051498
1756090429.6578581,44430,0.24283000826835632
1756090461.9701989,44540,0.1547781378030777
1756090536.499584,44580,0.15465928614139557
1756090559.9970121,44660,0.22881245613098145
1756090627.8894513,44890,0.10248689353466034
1756090645.7108488,44950,0.2452426552772522
1756090657.699047,44990,0.2004716694355011
1756090701.9326942,45140,0.15346121788024902
1756090719.8135486,45200,0.18115030229091644
1756090728.6404853,45230,0.1687612235546112
1756090734.5381556,45250,0.10541237890720367
1756090763.9608204,45350,0.24140508472919464
1756090775.796495,45390,0.15100090205669403
1756090787.569264,45430,0.17540670931339264
1756090790.5281427,45440,0.15209545195102692
1756090843.7478619,45620,0.14653603732585907
1756090849.6347811,45640,0.16073718667030334
1756090861.5490997,45680,0.13276201486587524
1756090942.3848274,45740,0.24278923869132996
1756090966.0907133,45820,0.2054932713508606
1756090995.799967,45920,0.11828795075416565
1756091037.3096473,46060,0.15669432282447815
1756091046.0105803,46090,0.1768704056739807
1756091054.749864,46120,0.14028529822826385
1756091163.8609483,46490,0.10198957473039627
1756091178.6715815,46540,0.23154136538505554
1756091190.442019,46580,0.18257316946983337
1756091193.3530922,46590,0.1547822505235672
1756091202.3181667,46620,0.17225266993045807
1756091216.9452615,46670,0.15414191782474518
1756091249.4488888,46780,0.12092772126197815
1756091272.9922488,46860,0.10123620927333832
1756091347.4183197,46900,0.13399475812911987
1756091353.165726,46920,0.112911656498909
1756091370.936078,46980,0.15776099264621735
1756091394.6976721,47060,0.12740784883499146
1756091397.647833,47070,0.16149455308914185
1756091415.1860335,47130,0.14612914621829987
1756091424.1291592,47160,0.10805819183588028
1756091465.57313,47300,0.19191265106201172
1756091486.3298233,47370,0.23356682062149048
1756091551.3890617,47590,0.17782770097255707
1756091572.1465998,47660,0.17937736213207245
1756091589.7345302,47720,0.10050482302904129
1756091601.761424,47760,0.09364812076091766
1756091604.7212765,47770,0.1353573501110077
1756091643.117514,47900,0.10893899202346802
1756091746.8069077,48040,0.09047175943851471
1756091755.6064734,48070,0.15255142748355865
1756091764.4044905,48100,0.1300080418586731
1756091770.186624,48120,0.24613553285598755
1756091776.2854064,48140,0.10328273475170135
1756091823.4845119,48300,0.14692756533622742
1756091829.3929422,48320,0.16013529896736145
1756091835.3360512,48340,0.21532708406448364
1756091838.3123715,48350,0.17466393113136292
1756091841.2836285,48360,0.12568457424640656
1756091861.8214293,48430,0.1873694211244583
1756091864.9644918,48440,0.14874784648418427
1756091918.3193803,48620,0.22350965440273285
1756091977.027166,48820,0.13315635919570923
1756092015.463233,48950,0.0909590795636177
1756092053.951702,49080,0.15176816284656525
1756092059.8054898,49100,0.13046960532665253
1756092177.7760994,49290,0.19882002472877502
1756092189.6642056,49330,0.15518760681152344
1756092210.3130703,49400,0.1189497783780098
1756092222.4275062,49440,0.16997644305229187
1756092237.0927777,49490,0.15710987150669098
1756092328.796472,49800,0.21144939959049225
1756092358.458305,49900,0.11540212482213974
1756092361.4141543,49910,0.17246125638484955
1756092456.377746,50230,0.13026468455791473
1756092590.0700579,50470,0.1548384577035904
1756092625.5255635,50590,0.12770265340805054
1756092631.3491611,50610,0.12191443145275116
1756092646.2679849,50660,0.18481245636940002
1756092684.5052788,50790,0.15566489100456238
1756092687.4746554,50800,0.1544850468635559
1756092711.074976,50880,0.21401488780975342
1756092716.890692,50900,0.10220356285572052
1756092731.8195617,50950,0.1117609441280365
1756092841.2463944,51320,0.17316362261772156
1756092852.9965715,51360,0.15275606513023376
1756092864.6555011,51400,0.1569744348526001
1756092947.1953309,51470,0.16258902847766876
1756092959.1078353,51510,0.14772102236747742
1756092962.0316842,51520,0.1639171838760376
1756092967.8571732,51540,0.13958419859409332
1756092970.7439063,51550,0.15307091176509857
1756093006.257945,51670,0.10712675005197525
1756093065.7417998,51870,0.12882100045681
1756093098.1963224,51980,0.22667518258094788
1756093104.1408505,52000,0.14091776311397552
1756093118.8294914,52050,0.09588779509067535
1756093124.7307055,52070,0.16613265872001648
1756093139.6560876,52120,0.181629478931427
1756093157.3107095,52180,0.12709489464759827
1756093178.1104352,52250,0.3149539828300476
